ARTNR1|ABEZ1
6591|Kokos-Knöpfe, Ø 18 mm, 30 St.
6592-1|Druckknöpfe, 6 St., 5 Farben (kräftige Farben)
6592-2|Druckknöpfe, 6 St., 5 Farben (gräuliche Farben)
6592-3|Druckknöpfe, 6 St., 5 Farben (pastellige Farben)
6593|Zange für Druckknöpfe
6594|Fusselkamm
6595|Reise-Nähset fix und fertig
6596|Zaubernadeln mit Goldöhr, 10 St.
6597|Gardinen-Feststeller, 10 St.
6598|Gardinen-Gleiter, 50 St.
6599-1|Flachsenkel neon gelb und neon orange, 100 cm
6599-2|Flachsenkel neon grün und neon pink, 100 cm
6600-1|Flachsenkel rainbow, 120 cm
6600-2|Flachsenkel pastell rainbow, 120 cm
6601-1|Flachsenkel Glitzer, schwarz, 120 cm
6601-2|Flachsenkel Glitzer, weiß, 120 cm
6601-3|Flachsenkel Glitzer, silber, 120 cm
6601-4|Flachsenkel Glitzer, rosegold, 120 cm
6602-1|Flachsenkel Glitzer, elastisch, silber, 75 cm
6602-2|Flachsenkel Glitzer, elastisch, rosé, 75 cm
6602-3|Flachsenkel Glitzer, elastisch, bunt, 75 cm
6603-75|Flachsenkel schwarz, 1 Paar, 75 cm
6603-100|Flachsenkel schwarz, 1 Paar, 100 cm
6603-120|Flachsenkel schwarz, 1 Paar, 120 cm
6604-75|Flachsenkel braun, 1 Paar, 75 cm
6604-100|Flachsenkel braun, 1 Paar, 100 cm
6604-120|Flachsenkel braun, 1 Paar, 120 cm
6605-100|Flachsenkel weiß, 1 Paar, 100 cm
6605-120|Flachsenkel weiß, 1 Paar, 120 cm
6606-100|Flachsenkel dunkelblau, 1 Paar, 100 cm
6606-120|Flachsenkel dunkelblau, 1 Paar, 120 cm
6607-100|Flachsenkel beige, 1 Paar, 100 cm
6607-120|Flachsenkel beige, 1 Paar, 120 cm
6608-100|Flachsenkel dunkelgrau, 1 Paar, 100 cm
6608-120|Flachsenkel dunkelgrau, 1 Paar, 120 cm
6609-100|Flachsenkel hellgrau, 1 Paar, 100 cm
6609-120|Flachsenkel hellgrau, 1 Paar, 120 cm
6610-1|Trekking-Senkel dunkelgrau, 150 cm
6610-2|Trekking-Senkel braun, 150 cm
6610-3|Trekking-Senkel hellgrau, 150 cm
6611-1|Hosenträger X-Form, anthrazit-weiß
6611-2|Hosenträger X-Form, blau-rot
6611-3|Hosenträger X-Form, blau-grau
6611-4|Hosenträger X-Form, blau-schwarz
6612-1|Reißverschluss Bettwäsche 76 cm, ecru
6612-2|Reißverschluss Bettwäsche 135 cm, ecru
6613-1|Schlüsselbundringe, 10 St., silber
6613-2|Schlüsselbundringe, 10 St., 4 Farben
6613-3|Schlüsselbundringe mit Karabiner, 5 St., 4 Farben
6614-1|Kinderschere Krokodil, grün
6614-2|Kinderschere Krokodil, blau
6615|Stopfpilz Fliegenpilz
6616-900|Ergonomische Häkelnadel, 9,00 mm
6616-1000|Ergonomische Häkelnadel, 10,00 mm
6605-75|Flachsenkel weiß, 1 Paar, 75 cm
6617|Ergonomischer Nahttrenner
6618|Stoffklammern, 6 St.
6619-1|Bunderweiterung  für Hosen und Röcke mit Knopf
6619-2|Bunderweiterung  für Hosen und Röcke mit Haken
6620|Betttuchspanner, 3 Stück
6666-250|Nadelspiel Deluxe, 2,5 mm, 20 cm
6612-3|Reißverschluss Bettwäsche 76 cm, weiß
6612-4|Reißverschluss Bettwäsche 135 cm, weiß
6621-1|Reißverschluss Kissen 35 cm, weiß
6621-2|Reißverschluss Kissen 35 cm, ecru
6070-RP-888|"Hot Socks 20 Years 6-fach, 3,75 kg Sort., Repo "
1000-ED-2024-02|"Einzelwolllturm Hot Socks KW35-42 2024 EDEKA "
6146-RP-888|Julia, 2 kg Sortiment, REPO
6622-1|Augen für Amigurumi, Ø 6, 8, 10 mm, 30 St.
6622-2|Augen für Amigurumi, Ø 12 mm, 20 St.
1294-500|Haushaltsband, 15 mm x 2 m, blau
1294-600|Haushaltsband, 15 mm x 2 m, grau
6623-1|Labels in Lederoptik, Handmade
6623-2|Labels in Lederoptik, made with LOVE
6624|Nähetui in Blechdose
6625-1|Kunststoffknöpfe flowers
6625-2|Kunststoffknöpfe
6625-3|Kunststoffknöpfe mix
6626-1|Holzknöpfe Handmade 15 mm, 12 St.
6626-2|Holzknöpfe Handmade 20 mm, 8 St.
6626-3|Holzknöpfe Handmade 25 mm, 6 St.
6627-1|Holzknöpfe Blumen, 8 St.
6627-2|Holzknöpfe Herzen, 8 St.
6627-3|Holzknöpfe gemischt, 30 St.
6628-1|Hemdknöpfe, 20 St., Ø 11 mm, weiß
6628-2|Hemdknöpfe, 20 St., Ø 9, 11 mm, weiß + schwarz
6629-1|Bügel-Saumband, weiß, 30 mm x 3 m
6629-2|Bügel-Saumband, weiß, 38 mm x 3 m
6630-1|Fleece Band zum Annähen, 65 x 6 cm, anthrazit
6630-2|Fleece Band zum Annähen, 65 x 6 cm, natur
6630-3|Fleece Band zum Annähen, 65 x 6 cm, sand
6631-1-WIP|Stopfnadeln, 10 St., kurz
6631|Stopfnadeln, 10 St.
6632|Rollmaßband
6633-1|Bügelflicken, 14,5 x 20 cm, blau
6633-2|Bügelflicken, 14,5 x 20 cm, grün
6633-3|Bügelflicken, 14,5 x 20 cm, braun
6633-4|Bügelflicken, 14,5 x 20 cm, taupe
6633-5|Bügelflicken, 14,5 x 20 cm, hellgrau
6633-6|Bügelflicken, 14,5 x 20 cm, dunkelgrau
6634-300|Rundstricknadel Deluxe, 3,0 mm, 80 cm
6634-350|Rundstricknadel Deluxe, 3,5 mm, 80 cm
6634-450|Rundstricknadel Deluxe, 4,5 mm, 80 cm
6635-1|Nähgarn-Set, 6 x 200 m, pastel colours
6635-2|Nähgarn-Set, 6 x 200 m, pencil colours
6635-3|Nähgarn-Set, 6 x 200 m, basic colours
6635-4|Nähgarn-Set, 6 x 200 m, shades of grey
6635-5|Nähgarn-Set, 6 x 200 m, shades of brown
6635-6|Nähgarn-Set, 6 x 200 m, shades of pink & violet
6635-7|Nähgarn-Set, 6 x 200 m, shades of blue
6635-8|Nähgarn-Set, 6 x 200 m, shades of green
6635-9|Nähgarn-Set, 6 x 200 m, shades of yellow & red
6688-1|Nähgarn-Set, 5 x 500 m
6688-2|Nähgarn-Set, 5 x 500 m
6636-1|Nähgarn-Set, 2 x 500 m, weiß
6636-2|Nähgarn-Set, 2 x 500 m, schwarz
6637-1|Nähgarn Baumwolle, 2 x 100 m, weiß
6637-2|Nähgarn Baumwolle, 2 x 100 m, schwarz
6638|Nähgarn metallic & transparent, 2 x 100 m
6639-1|Knopf Sort. Kunstst. Ø 12/20/24 mm, 21 Stück, weiß
6639-2|Knopf Sort. Kunstst. Ø 12/20/24 mm, 21 St, schwarz
6640-75|Rundsenkel, 1 Paar, 75 cm, schwarz
6640-90|Rundsenkel, 1 Paar, 90 cm, schwarz
6641-75|Rundsenkel, 1 Paar, 75 cm, braun
6641-90|Rundsenkel, 1 Paar, 90 cm, braun
6616-100|Ergonomische Häkelnadel 1,00 mm
6616-125|Ergonomische Häkelnadel 1,25 mm
6616-150|Ergonomische Häkelnadel 1,50 mm
6616-200|Ergonomische Häkelnadel 2,00 mm
6616-250|Ergonomische Häkelnadel 2,50 mm
6616-300|Ergonomische Häkelnadel 3,00 mm
6616-350|Ergonomische Häkelnadel 3,50 mm
6616-400|Ergonomische Häkelnadel 4,00 mm
6616-450|Ergonomische Häkelnadel 4,50 mm
6616-500|Ergonomische Häkelnadel 5,00 mm
6616-550|Ergonomische Häkelnadel 5,50 mm
6616-600|Ergonomische Häkelnadel 6,00 mm
6616-700|Ergonomische Häkelnadel 7,00 mm
6616-800|Ergonomische Häkelnadel 8,00 mm
6648-1|Druckknöpfe Ø13 mm, 15 mm
6648-2|Druckknöpfe Ø13 mm, 15 mm
6648-3|Druckknöpfe Ø 6, 8, 10, 12 mm
6648-4|Druckknöpfe Ø 6, 8, 10, 12 mm
6243-01-R|Sockenwolle Manchester, Einzelfarbe
6243-03-R|Sockenwolle Manchester, Einzelfarbe
6243-04-R|Sockenwolle Manchester, Einzelfarbe
6243-05-R|Sockenwolle Manchester, Einzelfarbe
6243-06-R|Sockenwolle Manchester, Einzelfarbe
1000-APDF-622-D|Anleitung PDF Papagallo
1000-APDF-623-D|Anleitung PDF Nordic Chunky
1000-APDF-624-D|Anleitung PDF Cotton Quick Mini
1000-APDF-625-D|Anleitung PDF Cotton Quick Mini Shades
1000-APDF-626-D|Anleitung PDF Cotton Quick Mini Shades
1000-APDF-627-D|Anleitung PDF Quick & Cosy
1000-APDF-627-E|Anleitung PDF Quick & Cosy
1000-APDF-627-F|Anleitung PDF Quick & Cosy
1000-APDF-628-D|Anleitung PDF Cotton Quick uni
1000-APDF-629-D|Anleitung PDF Alaska uni
1000-APDF-630-D|Anleitung PDF Cotton Quick uni
1000-APDF-611-F|Anleitung PDF Funny uni
1000-APDF-621-E|Anleitung PDF Funny Mini
1000-APDF-621-F|Anleitung PDF Funny Mini
1000-APDF-620-F|Anleitung PDF Funny Mini
1000-APDF-620-E|Anleitung PDF Funny Mini
1000-APDF-617-F|Anleitung PDF Funny Mini
1000-APDF-617-E|Anleitung PDF Funny Mini
1000-APDF-619-F|Anleitung PDF Funny Mini
1000-APDF-619-E|Anleitung PDF Funny Mini
1000-APDF-618-F|Anleitung PDF Funny Mini
1000-APDF-618-E|Anleitung PDF Funny Mini
1000-APDF-508-F|Anleitung PDF Lolly Pop
1000-APDF-631-D|Anleitung PDF Dejavu
1000-APDF-632-D|Anleitung PDF Funny Mini
1000-APDF-632-E|Anleitung PDF Funny Mini
1000-APDF-632-F|Anleitung PDF Funny Mini
1000-APDF-633-D|Anleitung PDF Mirabella
1000-APDF-633-E|Anleitung PDF Mirabella
1000-APDF-633-F|Anleitung PDF Mirabella
1000-APDF-634-D|Anleitung PDF Cotton Quick Mini Shades
1000-APDF-576-F|Anleitung PDF Mohana
1000-APDF-635-D|Anleitung PDF Cotton Quick Mini
1000-APDF-636-D|Anleitung PDF Cotton Quick Mini
1000-APDF-637-D|Anleitung Cotton Quick Mini
1000-APDF-638-D|Anleitung PDF Cotton Quick Mini
1000-APDF-639-D|Anleitung PDF Cotton Quick Mini
1000-APDF-640-D|Anleitung PDF Filzwolle color
1000-APDF-641-D|Anleitung PDF Filzwolle Luna
1000-APDF-641-E|Anleitung PDF Filzwolle Luna
1000-APDF-641-F|Anleitung PDF Filzwolle Luna
1000-APDF-642-D|Anleitung PDF Big Ball Filzy
1000-APDF-642-E|Anleitung PDF Big Ball Filzy
1000-APDF-642-F|Anleitung PDF Big Ball Filzy
1000-GLOBUS-124|EWTurm 1 Mio Aktion Ostern 2024 , Globus
6298-01|Sockenwolle 4-fach uni - 50 g
6297-01|Sockenwolle 6-fach print - 50 g
6299-01|Sockenwolle 4-fach print - 150 g
6301-01|Sockenwolle 6-fach print - 150 g
6302-01|Sockenwolle 6-fach uni - 150 g
6303-03|Sockenwolle 4-fach uni - 100 g
6307-01|Sockenwolle 4-fach print - 100 g
6307-02|Sockenwolle 4-fach print - 100 g
6303-04|Sockenwolle 4-fach uni - 100 g
6303-01|Sockenwolle 4-fach uni - 100 g
6304-59454|Sockenwolle 4-fach
6305-01|Sockenwolle 4-fach uni
6306-01|Sockenwolle 4-fach print - 100 g
1000-GLOBUS-125|EWTurm 2 Mio Aktion Ostern 2024 , Globus
6689-1|Hosenträger X-Form, beige
6689-2|Hosenträger X-Form, grau
6689-3|Hosenträger X-Form, blau
6689-4|Hosenträger X-Form, schwarz
6296-396910-OT-888|ANNA, 2,5 kg Sortiment, VE = 25 KN, OTTOS
6303-0|Sockenwolle 4-fach uni - 100 g
6263-396971-OT-888|MERINO BABY, 1,5 kg Sort, VE = 30 KN, OTTOS
6275-01-R|Filzwolle Luna, Einzelfarbe
6275-02-R|Filzwolle Luna, Einzelfarbe
6275-03-R|Filzwolle Luna, Einzelfarbe
6275-04-R|Filzwolle Luna, Einzelfarbe
6275-05-R|Filzwolle Luna, Einzelfarbe
6275-06-R|Filzwolle Luna, Einzelfarbe
6280-396972-OT-888|Pronto, 10 kg Sortiment, VE = 20 SB, OTTOS
1969-396907-OT-888|"Schach.B.Smiles Elodie, 4 kg Sort.,VE=40Kn, OTTOS "
6307-0|Sockenwolle 4-fach print - 100 g
1276-01047|Sockenwolle Regia 4f uni Knit with Colours
1276-01050|Sockenwolle Regia 4f uni Knit with Colours
1276-01051|Sockenwolle Regia 4f uni Knit with Colours
1276-01054|Sockenwolle Regia 4f uni Knit with Colours
1276-01055|Sockenwolle Regia 4f uni Knit with Colours
1276-01056|Sockenwolle Regia 4f uni Knit with Colours
1276-01057|Sockenwolle Regia 4f uni Knit with Colours
1276-01059|Sockenwolle Regia 4f uni Knit with Colours
1276-01060|Sockenwolle Regia 4f uni Knit with Colours
1276-01061|Sockenwolle Regia 4f uni Knit with Colours
1276-01992|Sockenwolle Regia 4f uni Knit with Colours
1276-02041|Sockenwolle Regia 4f uni Knit with Colours
1276-00033|Sockenwolle Regia 4f uni Knit with Colours
1276-01991|Sockenwolle Regia 4f uni Knit with Colours
1276-00044|Sockenwolle Regia 4f uni Knit with Colours
1276-00522|Sockenwolle Regia 4f uni Knit with Colours
1975-00080|Schachenmayr Cozy Alpaca
1975-00081|Schachenmayr Cozy Alpaca
1975-00082|Schachenmayr Cozy Alpaca
1975-00083|Schachenmayr Cozy Alpaca
1975-00084|Schachenmayr Cozy Alpaca
1975-00085|Schachenmayr Cozy Alpaca
1970-00080|Schachenmayr Winterwonder color
1970-00081|Schachenmayr Winterwonder color
1970-00082|Schachenmayr Winterwonder color
1970-00083|Schachenmayr Winterwonder color
1970-00084|Schachenmayr Winterwonder color
1970-00085|Schachenmayr Winterwonder color
6248-02-R|Big Madame color III, Einzelfarbe
6248-03-R|Big Madame color III, Einzelfarbe
6248-04-R|Big Madame color III, Einzelfarbe
6248-05-R|Big Madame color III, Einzelfarbe
6248-06-R|Big Madame color III, Einzelfarbe
6258-02-R|Big Lady Print XIV, Einzelfarbe
6258-03-R|Big Lady Print XIV, Einzelfarbe
6258-04-R|Big Lady Print XIV, Einzelfarbe
6258-05-R|Big Lady Print XIV, Einzelfarbe
6258-06-R|Big Lady Print XIV, Einzelfarbe
6174-03-R|Cornwall, Einzelfarbe
6174-04-R|Cornwall, Einzelfarbe
6174-05-R|Cornwall, Einzelfarbe
6055-01-R|Scotland, Einzelfarbe
6055-03-R|Scotland, Einzelfarbe
6055-04-R|Scotland, Einzelfarbe
6055-06-R|Scotland, Einzelfarbe
6229-19-R|Sockenwolle Trio print, Einzelfarbe
6229-RST-19|Sockenwolle Trio print, Einzelfarbe
6229-22-R|Sockenwolle Trio print, Einzelfarbe
6229-25-R|Sockenwolle Trio print, Einzelfarbe
6055-MA-01|Scotland, Manor
6055-MA-02|Scotland, Manor
6055-MA-03|Scotland, Manor
6055-MA-04|Scotland, Manor
6055-MA-05|Scotland, Manor
6055-MA-06|Scotland, Manor
6174-MA-01|Cornwall, Manor
6174-MA-02|Cornwall, Manor
6174-MA-03|Cornwall, Manor
6174-MA-04|Cornwall, Manor
6174-MA-05|Cornwall, Manor
6174-MA-06|Cornwall, Manor
6229-23-R|Sockenwolle Trio print, Einzelfarbe
4586-396908-OT-888|Cortina, 4 kg Sort, VE=20 SB, OTTOS
6282-396973-OT-888|FIORITO, 4 kg Sort, VE = 20 SB, OTTOS
6642|Nahttrenner
6643|Maßband, 150 cm
6644|Schneiderkreide, 1 Stück
6645|Sicherheitsnadeln, 20 Stück
6690-2|Näh- und Haushaltsschere, 21 cm
6646|Maschenmarkierer, 20 Stück
6647|Zopfmusternadeln, Aluminium
6649|Mantelaufhänger, 3 Stück
6690-1|Universalschere, 14 cm
6650|"Pompon-Maker, Ø 35/55/70/90 mm, inkl. Anleitung "
6651|Nähgarn-Set, 20 x 50 m
6652|"Strickliesel "
6653|Reflektorband zum Aufnähen, 25 mm x 2 m
6654|Nähfrei-Aufhänger, 3 Stück
6655|Nadelmaß für Stricknadeln
6656|Kreidestifte, 3 Stück
6657|Fingerhut Silikon, 1 Stück
6658|Wäschenetz, 35 x50 cm
6659|Handtuchclips, 6 Stück
6660|Sticknadeln mit Spitze, 6 Stück
6661|Sticknadeln ohne Spitze, 6 Stück
6686|Bastlernadeln, 5 Stück
6687|Nähnadelsortiment mit Einfädler
6680|Nähnadelsortiment, 30 Stück
6681|Stick- und Stopfnadeln ohne Spitze, 10 Stück
6682|Stick- und Stopfnadeln mit Spitze, 10 Stück
6679-1|Sternzwirn, 2 x 20 m, weiß
6679-2|Sternzwirn, 2 x 20 m, schwarz
6662-1000|Rundstricknadel Premium, 10,00 mm, 80 cm
6662-250|Rundstricknadel Premium, 2,50 mm, 80 cm
6662-300|Rundstricknadel Premium, 3,00 mm, 80 cm
6662-350|Rundstricknadel Premium, 3,50 mm, 80 cm
6662-400|Rundstricknadel Premium, 4,00 mm, 80 cm
6662-450|Rundstricknadel Premium, 4,50 mm, 80 cm
6662-500|Rundstricknadel Premium, 5,00 mm, 80 cm
6662-600|Rundstricknadel Premium, 6,00 mm, 80 cm
6662-700|Rundstricknadel Premium, 7,00 mm, 80 cm
6662-800|Rundstricknadel Premium, 8,00 mm, 80 cm
6662-900|Rundstricknadel Premium, 9,00 mm, 80 cm
6663-1000|Jackenstricknadeln, 10,0 mm, 36 cm
6663-500|Jackenstricknadeln, 5,0 mm, 36 cm
6663-600|Jackenstricknadeln, 6,0 mm, 36 cm
6663-700|Jackenstricknadeln, 7,0 mm, 36 cm
6663-800|Jackenstricknadeln, 8,0 mm, 36 cm
6663-900|Jackenstricknadeln, 9,0 mm, 36 cm
6665-250|Nadelspiel Deluxe, 2,5 mm, 15 cm
6665-300|Nadelspiel Deluxe, 3,0 mm, 15 cm
6665-350|Nadelspiel Deluxe, 3,5 mm, 15 cm
6666-300|Nadelspiel Deluxe, 3,0 mm, 20 cm
6666-350|Nadelspiel Deluxe, 3,5 mm, 20 cm
6666-400|Nadelspiel Deluxe, 4,0 mm, 20 cm
6666-500|Nadelspiel Deluxe, 5,0 mm, 20 cm
6666-600|Nadelspiel Deluxe, 6,0 mm, 20 cm
6666-700|Nadelspiel Deluxe, 7,0 mm, 20 cm
6666-800|Nadelspiel Deluxe, 8,0 mm, 20 cm
6683-1|Elastischer Nähfaden, 20 m, weiß
6683-2|Elastischer Nähfaden, 20 m, schwarz
6685-300|Klettband selbstklebend, 60 cm x 20 mm, weiß
6685-400|Klettband selbstklebend, 60 cm x 20 mm, schwarz
6634-1000|Rundstricknadel Deluxe, 10,0 mm, 80 cm
6634-400|Rundstricknadel Deluxe, 4,0 mm, 80 cm
6634-500|Rundstricknadel Deluxe, 5,0 mm, 80 cm
6634-600|Rundstricknadel Deluxe, 6,0 mm, 80 cm
6634-700|Rundstricknadel Deluxe, 7,0 mm, 80 cm
6634-800|Rundstricknadel Deluxe, 8,0 mm, 80 cm
6634-900|Rundstricknadel Deluxe, 9,0 mm, 80 cm
6684|Klettpunkte, 8 x Ø 20 mm, selbstklebend
6667-250|Nadelspiel Premium, 2,5 mm, 20 cm
6667-300|Nadelspiel Premium, 3,0 mm, 20 cm
6667-350|Nadelspiel Premium, 3,5 mm, 20 cm
6667-400|Nadelspiel Premium, 4,0 mm, 20 cm
6667-500|Nadelspiel Premium, 5,0 mm, 20 cm
6668-250|Nadelspiel Premium, 2,5 mm, 15 cm
6668-300|Nadelspiel Premium, 3,0 mm, 15 cm
6668-350|Nadelspiel Premium, 3,5 mm, 15 cm
6664-300|Jackenstricknadeln Premium, 3,0 mm, 30 cm
6664-350|Jackenstricknadeln Premium, 3,5 mm, 30 cm
6664-400|Jackenstricknadeln Premium, 4,0 mm, 30 cm
6669-1|Reißverschluss Hose und Rock, 10 cm, schwarz
6669-2|Reißverschluss Hose und Rock, 10 cm, marine
6669-3|Reißverschluss Hose und Rock, 10 cm, jeans
6669-4|Reißverschluss Hose und Rock, 10 cm, grau
6670-1|Reißverschluss Hose und Rock, 12 cm, schwarz
6670-2|Reißverschluss Hose und Rock, 12 cm, marine
6670-3|Reißverschluss Hose und Rock, 12 cm, jeans
6670-4|Reißverschluss Hose und Rock, 12 cm, grau
6671-1|Reißverschluss Hose und Rock, 14 cm, schwarz
6671-2|Reißverschluss Hose und Rock, 14 cm, marine
6671-3|Reißverschluss Hose und Rock, 14 cm, jeans
6671-4|Reißverschluss Hose und Rock, 14 cm, grau
6672-1|Reißverschluss Hose und Rock, 16 cm, schwarz
6672-2|Reißverschluss Hose und Rock, 16 cm, marine
6672-3|Reißverschluss Hose und Rock, 16 cm, jeans
6672-4|Reißverschluss Hose und Rock, 16 cm, grau
6673-1|Reißverschluss Hose und Rock, 18 cm, schwarz
6673-2|Reißverschluss Hose und Rock, 18 cm, marine
6673-3|Reißverschluss Hose und Rock, 18 cm, jeans
6673-4|Reißverschluss Hose und Rock, 18 cm, grau
6674-1|Reißverschluss Jacken, 60 cm, schwarz
6674-2|Reißverschluss Jacken, 60 cm, marine
6674-3|Reißverschluss Jacken, 60 cm, grau
6675-1|Reißverschluss Jacken, 65 cm, schwarz
6675-2|Reißverschluss Jacken, 65 cm, marine
6675-3|Reißverschluss Jacken, 65 cm, grau
6676-1|Reißverschluss Jacken, 70 cm, schwarz
6676-2|Reißverschluss Jacken, 70 cm, marine
6676-3|Reißverschluss Jacken, 70 cm, grau
6677-1|Reißverschluss Jacken, 75 cm, schwarz
6677-2|Reißverschluss Jacken, 75 cm, marine
6677-3|Reißverschluss Jacken, 75 cm, grau
6678-1|Reißverschluss Jacken, 80 cm, schwarz
6678-2|Reißverschluss Jacken, 80 cm, marine
6678-3|Reißverschluss Jacken, 80 cm, grau
1299-4|Amigurumi Maritime
6308-0|Hot Socks Lugano, 8-fach
6308-01|Hot Socks Lugano, 8-fach
6308-02|Hot Socks Lugano, 8-fach
6308-03|Hot Socks Lugano, 8-fach
6308-04|Hot Socks Lugano, 8-fach
6308-05|Hot Socks Lugano, 8-fach
6308-06|Hot Socks Lugano, 8-fach
6308-07|Hot Socks Lugano, 8-fach
6308-08|Hot Socks Lugano, 8-fach
6309-0|Hot Socks Mandello, 8-fach
6309-01|Hot Socks Mandello, 8-fach
6309-02|Hot Socks Mandello, 8-fach
6309-03|Hot Socks Mandello, 8-fach
6309-04|Hot Socks Mandello, 8-fach
6309-05|Hot Socks Mandello, 8-fach
6309-06|Hot Socks Mandello, 8-fach
6309-07|Hot Socks Mandello, 8-fach
6309-08|Hot Socks Mandello, 8-fach
6310-00|Corsica IV, 10 kg Sortiment
1000-KEAN-2024|Gründl EAN Arbeitskatalog 2024
1000-K-2024|Gründl Hauptkatalog 2024
1000-MINI-4|Regalleiste magnetisch CQ Mini 1 x 1m mit EAN
1000-MINI-5|Regalleiste magnetisch CQ Mini 2 x 1m mit EAN
1000-MINI-6|Regalleiste magnetisch CQ Mini 3 x 1m mit EAN
1000-MINI-7|Regalleiste magnetisch Funny Mini 1 x 1m mit EAN
6311-986|NORWAY FINE
6311-987|NORWAY FINE
6311-988|NORWAY FINE
6311-989|NORWAY FINE
6311-990|NORWAY FINE
6311-991|NORWAY FINE
6311-992|NORWAY FINE
6311-994|NORWAY FINE
6311-995|NORWAY FINE
6312-987|NORWAY REGULAR
6312-988|NORWAY REGULAR
6312-989|NORWAY REGULAR
6312-990|NORWAY REGULAR
6312-991|NORWAY REGULAR
2876-50|Happy uni
6313-0|Hot Socks Como, 8-fach
6313-01|Hot Socks Como, 8-fach
6313-02|Hot Socks Como, 8-fach
6313-03|Hot Socks Como, 8-fach
6313-04|Hot Socks Como, 8-fach
6313-05|Hot Socks Como, 8-fach
6313-06|Hot Socks Como, 8-fach
6313-07|Hot Socks Como, 8-fach
6313-08|Hot Socks Como, 8-fach
1962-396974-OT-888|SCM Aurelie, 6 kg Sort., VE=30 SB, OTTOS
6314-00|Ravenna, 6 kg Sortiment
6315-00|Ancona, 6 kg Sortiment
6316-00|Rimini, 6 kg Sortiment
6317-00|Pescara, 6 kg Sortiment
10090-396909-OT-888|SOLO COTONE, 5 kg Sort, VE=25 SB, Ottos
6318-0|Hot Socks Costa, 4-fach
6318-01|Hot Socks Costa, 4-fach
6318-02|Hot Socks Costa, 4-fach
6318-03|Hot Socks Costa, 4-fach
6318-04|Hot Socks Costa, 4-fach
6318-05|Hot Socks Costa, 4-fach
6318-06|Hot Socks Costa, 4-fach
6318-07|Hot Socks Costa, 4-fach
6318-08|Hot Socks Costa, 4-fach
6319-0|Hot Socks Marone, 4-fach
6319-01|Hot Socks Marone, 4-fach
6319-02|Hot Socks Marone, 4-fach
6319-03|Hot Socks Marone, 4-fach
6319-04|Hot Socks Marone, 4-fach
6319-05|Hot Socks Marone, 4-fach
6319-06|Hot Socks Marone, 4-fach
6319-07|Hot Socks Marone, 4-fach
6319-08|Hot Socks Marone, 4-fach
6320-0|Hot Socks Costa, 6-fach
6320-01|Hot Socks Costa, 6-fach
6320-02|Hot Socks Costa, 6-fach
6320-03|Hot Socks Costa, 6-fach
6320-04|Hot Socks Costa, 6-fach
6320-05|Hot Socks Costa, 6-fach
6320-06|Hot Socks Costa, 6-fach
6320-07|Hot Socks Costa, 6-fach
6320-08|Hot Socks Costa, 6-fach
6321-0|Hot Socks Marone, 6-fach
6321-01|Hot Socks Marone, 6-fach
6321-02|Hot Socks Marone, 6-fach
6321-03|Hot Socks Marone, 6-fach
6321-04|Hot Socks Marone, 6-fach
6321-05|Hot Socks Marone, 6-fach
6321-06|Hot Socks Marone, 6-fach
6321-07|Hot Socks Marone, 6-fach
6321-08|Hot Socks Marone, 6-fach
7373-396975-OT-888|Summer Shine, 4,8 kg Sort, VE = 24 SB, OTTOS
759182-2|Re-Cotton, 6 kg Sortiment, VE 60, Schum
6248-01-R|Big Madame color III, Einzelfarbe
24-65-8|Baumwollgarn, 2024, TEDi, 2 kg Sort
6050-396977-OT-888|Re-Cotton, 6kg Sort, VE = 20 SB, OTTOS
24-75-8|Baumwollgarn (mer., gas.), 2024, TEDi, 2,5 kg Sort
24-32-8|Recyclegarn, 2024, TEDi, 3,2 kg Sort
24-12-8|Sockenwolle, 2024, TEDi, 0,9 kg Sort
6322-0|Juliana, SPAR
6322-01|Juliana, SPAR
6322-02|Juliana, SPAR
6322-03|Juliana, SPAR
6322-04|Juliana, SPAR
6322-05|Juliana, SPAR
6322-06|Juliana, SPAR
6322-07|Juliana, SPAR
6322-08|Juliana, SPAR
1000-107|Palette 80 x 120 cm für Wollhaus aus HD-PE
6118-PF-VE18|Sol de Mar II, 3 Fbx6 Kn = 1,8 kg Sort, PFPF GK
6212-396976-OT-888|Sunny, 3,6 kg Sort, VE=18 SB, OTTOS
10130-026|BASICS BEANIE
10130-123|BASICS BEANIE
10130-145|BASICS BEANIE
12750-005|"COCCOLINO "
12750-008|"COCCOLINO "
12750-015|"COCCOLINO "
12750-021|"COCCOLINO "
12750-026|"COCCOLINO "
12750-027|"COCCOLINO "
895-0042|MEILENWEIT 50 SPECIALE
895-4054|MEILENWEIT 50 SPECIALE
895-7801|MEILENWEIT 50 SPECIALE
12400-017|MERINO PLUS
12400-054|MERINO PLUS
12400-058|MERINO PLUS
14470-004|MERINO SETA
14470-005|MERINO SETA
14470-010|MERINO SETA
14470-013|MERINO SETA
14470-076|MERINO SETA
14470-080|MERINO SETA
11453-061|"MOTIVO "
11453-065|"MOTIVO "
12410-001|"TECWOOL "
12410-007|"TECWOOL "
12410-012|"TECWOOL "
12410-017|"TECWOOL "
12410-019|"TECWOOL "
12410-028|"TECWOOL "
10820-003|"VENEZIA "
10820-009|"VENEZIA "
10820-011|"VENEZIA "
10820-012|"VENEZIA "
6666-900|Nadelspiel Deluxe, 9,0 mm, 20 cm
